,0,1,2,3,4,5,6,7,8,9,10
0,252.78635137016923,7.148000517529108,6.6077349380726185,6.407588742034886,6.4116650616145225,6.521756437715626,6.395027690798296,6.279146887235061,6.302977779818296,6.255769297482218,6.323048879633564
1,82.77524242647121,5.621363209343693,5.2514536328020585,5.0889940917813705,5.301579408456694,5.03737265043611,4.981158462735616,4.862763905120554,5.155161725357286,4.950058728415279,4.865271731789755
2,,,,,,,,,,,
3,,,,,,,,,,,
4,147.6792115442244,10.173962725074183,9.64293143126801,9.27752561932175,9.252542772281041,9.296018369256336,9.124659035425525,9.5055690179512,9.497345202263114,9.196628203757546,9.253279233350765
5,78.78677790810288,4.157741156104181,3.773267765990202,3.5928231781997284,3.6498805430638046,3.5817631286314184,3.566687289885298,3.58667719680484,3.613809694621156,3.5858740494125194,3.633675523589707
6,94.41934750789228,6.022921762936368,5.896277198043429,5.69377061943313,5.670131217800881,5.635406850939027,5.7394670242077055,5.393570998067739,5.6381421067760815,5.732636571390732,5.734828214813943
7,142.6866604602328,6.443118943351091,5.9371447172029175,5.72485638230359,5.554794492363541,5.545213142022422,5.46221392471271,5.419930281876864,5.521967733624199,5.4727067128664135,5.490989900635048
8,109.61964550175703,6.2152395384002235,5.74776796346187,5.614256986313526,5.597688680013308,5.56345154296289,5.543970908641403,5.578654622607806,5.621474293447228,5.546870420254667,5.585856629146262
9,,160.4558751371689,156.26428858243608,160.758882423488,167.61356794092183,174.47864293960026,180.81810447943863,184.02883562922517,186.9037562242749,185.27515328007647,185.16672372471666
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
