,GridPower,WindSpd,GridPowerMA,WindSpdMA
0,0.40105033333333345,0.39836099999999997,,
1,0.378029,0.3909376666666667,,
2,0.3716966666666667,0.3888043333333333,,
3,0.3886936666666667,0.39789433333333346,,
4,0.34972600000000004,0.3845923333333333,,
5,0.342935,0.37849466666666676,,
6,0.318539,0.37304200000000004,,
7,0.31431266666666674,0.3695466666666667,,
8,0.32896899999999996,0.37361999999999995,,
9,0.29315299999999994,0.3662473333333334,,
10,0.29040233333333343,0.3698726666666667,,
11,0.21855233333333335,0.3411956666666667,,
12,0.212463,0.3384153333333334,,
13,0.195971,0.33074066666666657,,
14,0.19188899999999995,0.33091733333333334,,
15,0.1517373333333333,0.312464,,
16,0.16656733333333332,0.31468900000000005,,
17,0.20366766666666666,0.33004400000000006,,
18,0.21289433333333335,0.33736799999999995,,
19,0.19502266666666665,0.3271136666666667,0.2763135666666667,0.35771803333333335
20,0.2124013333333333,0.33784000000000003,0.2668811166666667,0.3546919833333334
21,0.2123743333333333,0.33053699999999997,0.2585983833333333,0.35167195
22,0.2037593333333333,0.33387500000000003,0.2502015166666666,0.34892548333333334
23,0.16453666666666666,0.31392166666666665,0.23899366666666663,0.34472685000000003
24,0.14707966666666666,0.298954,0.22886135,0.34044493333333337
25,0.1491773333333333,0.298105,0.21917346666666665,0.33642545
26,0.15433300000000003,0.3042296666666666,0.21096316666666665,0.3329848333333333
27,0.15558566666666665,0.2987583333333334,0.20302681666666667,0.32944541666666666
28,0.13945333333333332,0.29723099999999997,0.19355103333333332,0.32562596666666666
29,0.12715466666666667,0.286216,0.18525111666666666,0.3216244
30,0.10835963333333333,0.27558000000000005,0.17614898166666665,0.3169097666666667
31,0.10672873333333333,0.27170233333333327,0.17055780166666665,0.3134351
32,0.10824836666666666,0.2771586666666667,0.16534706999999998,0.3103722666666667
33,0.1290303333333333,0.285211,0.16200003666666665,0.3080957833333334
34,0.13345733333333334,0.2946183333333333,0.15907845333333331,0.30628083333333334
35,0.11321533333333332,0.28395,0.15715235333333333,0.3048551333333333
36,0.12212900000000002,0.28249599999999997,0.15493043666666667,0.30324548333333334
37,0.13147833333333336,0.289475,0.15132097,0.3012170333333334
38,0.1260273333333333,0.28681966666666664,0.14697762,0.29868961666666666
39,0.112866,0.2766796666666667,0.14286978666666666,0.29616791666666664
40,0.10456433333333333,0.2718323333333334,0.13747793666666666,0.2928675333333334
41,0.10867953333333331,0.2699783333333334,0.13229319666666667,0.2898396
42,0.11799133333333334,0.28171399999999996,0.12800479666666667,0.28723155
43,0.0975419,0.266213,0.12465505833333335,0.28484611666666665
44,0.08377873333333334,0.2590996666666667,0.12149001166666666,0.28285340000000003
45,0.07212033333333334,0.24558866666666665,0.11763716166666667,0.2802275833333333
46,0.07015833333333332,0.24367766666666674,0.11342842833333333,0.27719998333333334
47,0.06879283333333333,0.24156966666666668,0.10908878666666669,0.27434055
48,0.06513566666666668,0.23904199999999998,0.10537290333333334,0.2714311
49,0.05039999999999999,0.23057433333333335,0.10153516999999998,0.26864901666666663
50,0.04936133333333334,0.22514033333333333,0.09858525500000001,0.2661270333333333
51,0.0434584,0.2203723333333333,0.09542173833333334,0.26356053333333335
52,0.041692999999999994,0.21707966666666664,0.09209397,0.2605565833333333
53,0.05067153333333334,0.22454833333333332,0.08817603,0.25752345
54,0.027225133333333332,0.20275700000000005,0.08286442000000001,0.25293038333333334
55,0.018104166666666664,0.194691,0.07810886166666667,0.24846743333333335
56,0.016552233333333333,0.1949856666666666,0.07283002333333333,0.2440919166666667
57,0.02976776666666667,0.20709266666666667,0.06774449499999999,0.23997279999999996
58,0.04456146666666666,0.21789699999999998,0.06367120166666666,0.2365266666666667
59,0.05153523333333334,0.22842500000000002,0.06060466333333334,0.23411393333333336
60,0.055019399999999996,0.23166133333333333,0.05812741666666667,0.2321053833333333
61,0.059009833333333324,0.23426566666666668,0.05564393166666667,0.23031975
62,0.04980419999999999,0.2269586666666667,0.052234575000000005,0.22758198333333338
63,0.034843233333333334,0.2144453333333333,0.049099641666666666,0.2249936
64,0.039289500000000005,0.21772899999999998,0.04687518,0.22292506666666667
65,0.0368712,0.21586799999999995,0.045112723333333334,0.2214390333333333
66,0.03114483333333333,0.20928300000000002,0.04316204833333333,0.2197193
67,0.03048633333333333,0.20887299999999992,0.04124672333333333,0.21808446666666664
68,0.039422733333333335,0.21547566666666662,0.039961076666666664,0.21690615000000002
69,0.0388565,0.2152753333333333,0.039383901666666665,0.21614119999999998
70,0.0317322,0.21075199999999997,0.038502444999999996,0.2154217833333333
71,0.018945266666666672,0.19196499999999997,0.03727678833333333,0.21400141666666667
72,0.008750740000000002,0.17533333333333337,0.03562967533333333,0.2119141
73,0.007410230000000001,0.180856,0.03346661016666667,0.20972948333333333
74,0.025283900000000005,0.20205133333333333,0.0333695485,0.2096942
75,0.039954800000000006,0.2153423333333333,0.034462080166666666,0.21072676666666665
76,0.04069943333333332,0.21697633333333335,0.03566944016666666,0.21182629999999997
77,0.03651503333333332,0.21422033333333332,0.0360068035,0.21218268333333334
78,0.02719203333333333,0.202334,0.035138331833333335,0.21140453333333328
79,0.020936033333333333,0.1942426666666667,0.03360837183333333,0.20969541666666663
80,0.0198265,0.19301933333333335,0.03184872683333333,0.20776331666666667
