,GridPower,WindSpd,GridPowerMA,WindSpdMA
0,0.13111533333333333,0.28047266666666665,,
1,0.147482,0.2904386666666667,,
2,0.13544066666666668,0.278953,,
3,0.14315500000000003,0.28368599999999994,,
4,0.16598166666666664,0.295274,,
5,0.14420766666666668,0.290428,,
6,0.13993233333333335,0.28349833333333335,,
7,0.146384,0.2861326666666667,,
8,0.15108866666666665,0.28915799999999997,,
9,0.15225333333333335,0.290564,,
10,0.141791,0.28682633333333335,,
11,0.1396286666666667,0.28183633333333324,,
12,0.14105066666666666,0.284257,,
13,0.13624866666666666,0.28181300000000004,,
14,0.121264,0.27500633333333335,,
15,0.11264166666666665,0.26616566666666663,,
16,0.141269,0.2845543333333333,,
17,0.15363033333333329,0.29673766666666673,,
18,0.1506333333333333,0.2952136666666667,,
19,0.12595233333333333,0.27856433333333336,0.14105751666666666,0.284979
20,0.12312066666666667,0.27566999999999997,0.14065778333333334,0.2847388666666667
21,0.12811733333333336,0.27894033333333335,0.13968955,0.28416395000000005
22,0.14279400000000003,0.2854943333333333,0.14005721666666665,0.28449101666666665
23,0.14152833333333334,0.284434,0.13997588333333333,0.2845284166666667
24,0.15708633333333333,0.29484899999999997,0.13953111666666668,0.28450716666666664
25,0.1400253333333333,0.28753866666666666,0.139322,0.2843627
26,0.11700433333333332,0.274665,0.1381756,0.28392103333333335
27,0.09577333333333335,0.25862566666666664,0.13564506666666667,0.2825456833333333
28,0.09718173333333333,0.25642666666666664,0.13294972,0.2809091166666667
29,0.11499703333333332,0.2664806666666667,0.131086905,0.27970495
30,0.127409,0.27889499999999995,0.13036780499999998,0.2793083833333333
31,0.13116633333333333,0.28127966666666665,0.12994468833333334,0.27928055
32,0.10652976666666666,0.26625533333333334,0.12821864333333333,0.27838046666666666
33,0.08104900000000002,0.24788433333333332,0.12545866,0.2766840333333333
34,0.07347000000000001,0.241342,0.12306895999999998,0.27500081666666665
35,0.06428453333333332,0.23192600000000002,0.12065110333333333,0.2732888333333333
36,0.0687704,0.23749866666666666,0.11702617333333332,0.27093605
37,0.06985416666666666,0.2385833333333333,0.11283736500000001,0.2680283333333333
38,0.08734563333333334,0.24959933333333337,0.10967298,0.2657476166666667
39,0.11209276666666665,0.2637073333333333,0.10898000166666669,0.26500476666666667
40,0.14678766666666665,0.28384833333333326,0.11016335166666666,0.2654136833333333
41,0.17441566666666666,0.3026276666666667,0.11247826833333333,0.26659805000000003
42,0.15039233333333332,0.29528200000000004,0.112858185,0.26708743333333335
43,0.10604086666666665,0.26885999999999993,0.11108381166666666,0.2663087333333333
44,0.07296736666666664,0.2431043333333333,0.10687786333333334,0.2637215
45,0.07888726666666666,0.24516133333333334,0.10382096,0.26160263333333333
46,0.10303766666666668,0.2643803333333334,0.10312262666666665,0.2610884
47,0.14002133333333333,0.2873936666666667,0.10533502666666665,0.2625268
48,0.14322766666666667,0.291317,0.10763732333333334,0.2642713166666667
49,0.174408,0.306315,0.11060787166666666,0.26626303333333334
50,0.17962233333333336,0.3137403333333334,0.11321853833333333,0.2680053
51,0.1903526666666667,0.3167226666666667,0.116177855,0.26977745
52,0.18888399999999997,0.31989166666666663,0.12029556666666667,0.27245926666666664
53,0.1748886666666667,0.3128640000000001,0.12498754999999999,0.27570825
54,0.19324366666666667,0.32064599999999993,0.13097623333333336,0.27967345000000005
55,0.20131166666666664,0.3249013333333334,0.13782759,0.2843222166666667
56,0.20709133333333332,0.32563433333333336,0.14474363666666668,0.288729
57,0.23463166666666666,0.33961366666666665,0.15298251166666665,0.29378051666666666
58,0.21997566666666662,0.33558299999999996,0.1596140133333333,0.2980797
59,0.205153,0.33102266666666663,0.16426702499999998,0.30144546666666666
60,0.2028773333333333,0.33009966666666674,0.16707150833333334,0.30375803333333334
61,0.233403,0.34417133333333333,0.17002087500000002,0.30583521666666663
62,0.24988599999999997,0.3524699999999999,0.17499555833333333,0.3086946166666667
63,0.2615036666666667,0.35889166666666666,0.18276869833333334,0.31319620000000004
64,0.27935199999999993,0.3619976666666667,0.19308793,0.3191408666666667
65,0.293815,0.36785933333333337,0.20383431666666665,0.3252757666666667
66,0.31305133333333335,0.37303966666666677,0.214335,0.33070873333333334
67,0.32995666666666673,0.3826656666666667,0.22383176666666665,0.3354723333333333
68,0.334561,0.38411866666666666,0.2333984333333333,0.34011241666666664
69,0.3596566666666666,0.39081133333333334,0.24266086666666667,0.3443372333333333
70,0.35892833333333335,0.3895366666666667,0.25162616666666665,0.34812705
71,0.3378070000000001,0.37974199999999997,0.2589988833333333,0.3512780166666667
72,0.3396933333333333,0.380209,0.26653935,0.35429388333333334
73,0.3322453333333333,0.3771690000000001,0.2744071833333333,0.35750913333333334
74,0.31094600000000006,0.3702276666666666,0.2802923,0.3599882166666667
75,0.287896,0.36151833333333333,0.2846215166666667,0.3618190666666667
